id,purpose,building_nature,building_type,division,city,zone,locality,address,price,area,num_bed_rooms,num_bath_rooms,relaxation_amenity_count,security_amenity_count,maintenance_or_cleaning_amenity_count,social_amenity_count,expendable_amenity_count,service_staff_amenity_count,unclassify_amenity_count,property_description,property_overview
bproperty-0,Sale,Residential,Apartment,Dhaka,Dhaka,Khilgaon,Khilgaon,\N,6100000.0,1185.0,3,3,0,1,2,0,2,0,3,Grab This 1185 Sq Ft Beautiful Flat Is Vacant For Sale In Khilgaon,"This flat consists of facilities you can think of for a proper living standards. The amazing floor plan of this flat ensures the buyer decision even more rightful for what they are pursuing for. The washroom comes with all the up-to-date fixtures. For your delish cooking essentials, you are getting a convenient kitchen having a nice kitchen counter. You would also have refreshing balconies to spend some good family times in your morning and evening hours with your family. There are plenty of places nearby so going for recreational activities outside is an easy option to pick as well. Make yourself a happy buyer by calling us about this beautiful apartment right away!"
bproperty-1,Sale,Residential,Apartment,Dhaka,Dhaka,Dhanmondi,Dhanmondi,\N,2952000.0,2464.0,3,4,0,2,0,0,3,0,4,A Vibrant 2464 Sq Ft Residential Flat For Sale In Shukrabad,Ready to move in somewhere with everything nearby? This apartment bears all the necessary facilities that you look for in a flat and more. There are many facilities in the flat that are required to live at ease. Utility supplies are always available and security services are present at all times for ensuring the safety of the inhabitants. The washroom and kitchen come with all the modern fixtures.  The flat is well secured with the availability of all types of utilities.  Don’t miss this remunerative offer and we are just a call away to close the deal for you!
bproperty-2,Sale,Residential,Apartment,Dhaka,Dhaka,Mirpur,Mirpur,"Block Ta, Section 6",7500000.0,1140.0,3,3,0,2,2,0,2,0,4,"1140 Sq Ft Nicely Planned Apartment Is Available For Sale In Section 6, Mirpur","A spacious 1140  Square Feet apartment in Mirpur is ready to be your perfect home. There are 3 beds and 3 baths in this apartment. The apartment features spacious balconies where you can spend peaceful time with your family. In this apartment you will get separate spaces for drawing and dining area. And the unique design of the tile is a prominent feature of the interior of the apartment. There are multiple big windows for you to get enough natural light and air inside the house. The apartment is well secured with all time security guard, Gas, water and electricity are also available here. In addition, all of your everyday essentials, such as markets, shops, restaurants, and hospitals, are conveniently located in the area. Contact us if you are interested in making this apartment your home."
bproperty-3,Sale,Residential,Apartment,Dhaka,Dhaka,Bashundhara R/A,Bashundhara R-A,Block J,20000000.0,1920.0,3,3,0,1,2,0,3,0,3,"A Modern Well-planned Apartment Of 1920 Sq Ft Is Up For Sale Is Situated In Block J, Bashundhara R/A","Looking for the perfect home that offers a luxurious lifestyle with all the necessary amenities? Look no further than this stunning 1,920 sqft 3 bedroom, 3 bathroom apartment located in the heart of Bashundhara R/A. Apart from the amazing features and facilities of the apartment, the location is also a major attraction. The area boasts of a plethora of educational institutions, healthcare facilities, and shopping malls that cater to all your needs. For families with children, the area is surrounded by some of the best educational institutions in Dhaka, including North South University, Independent University, Bangladesh, and American International University Bangladesh. These institutions are well-known for their exceptional academic standards and have produced some of the brightest minds in the country. The healthcare facilities in the area are also top-notch, with many renowned hospitals and clinics in close proximity. You'll never have to worry about getting quality healthcare in times of need. Some of the notable hospitals in the area include Evercare Hospital. When it comes to shopping, Bashundhara R/A is a shopper's paradise. The area boasts of several shopping malls, including Jamuna Future Park. These malls offer a wide range of shopping options, from high-end luxury brands to affordable local shops. Lastly, the connectivity of the area is excellent, with easy access to major roads and highways. This ensures that you can easily commute to any part of the city without any hassle. So, what are you waiting for? Don't miss out on this opportunity to live in one of the best areas of Dhaka. Book a visit today and experience the luxurious lifestyle that Bashundhara R/A has to offer!"
bproperty-4,Sale,Residential,Apartment,Dhaka,Dhaka,Khilgaon,Banasree,"Block M, South Banasree Project",10800000.0,1445.0,3,3,0,0,2,0,1,0,4,"1445 Sq Ft Ready Flat For Sale In Banasree, With Splendid Features And Price","Choosing a new home can be an overwhelming experience as it involves a lot of decision making and most importantly finding the most suitable location. If you are thinking of getting an apartment in the suitable location of Banasree then we are here to assist your decision as this flat can be a perfect home for your family. The location has a wide variety of schools, colleges, hospitals and shops. You do not have to worry about providing good education to your children while settling in the location.  Contact us at your earliest to know more about this apartment."
bproperty-5,Sale,Residential,Apartment,Dhaka,Dhaka,Khilgaon,Khilgaon,\N,5000000.0,925.0,2,3,0,1,2,0,2,0,3,Deal With This 925 Sq Ft Ready Flat For Sale In South Goran,"Choosing a new home can be an overwhelming experience as it involves a lot of decision making and most importantly finding the most suitable location. If you are thinking of getting an apartment of 925  Square Feet in the suitable location of Khilgaon then we are here to assist your decision as this flat can be a perfect home for your family. This apartment has 2 beds and 2 baths. As soon as you enter through the main door, you will find a nice and open drawing cum dining room. The location has a wide variety of schools, colleges, hospitals and shops. You do not have to worry about providing good education to your children while settling in the location.  Contact us at your earliest to know more about this apartment."
bproperty-6,Sale,Residential,Apartment,Dhaka,Dhaka,Banani,Banani,\N,803750.0,2468.0,3,3,0,2,2,0,4,0,4,Tastefully Designed This 2468 Sq Ft Flat Is Now Vacant For Sale In Banani,"Looking for an apartment on a budget? Then this 2468  Square Feet apartment in Banani is the perfect fit for you. This beautiful 3 beds and 3 baths apartment is quite open and lively. The significant feature of this apartment is the open hallway just as you enter the apartment. The spacious living room and dining space will be perfect for hosting a house party for your loved ones. The kitchen and bathrooms feature all the modern fittings. That’s why you can secure a safe future for your family by investing in this apartment. All the daily essentials like schools, hospitals, markets, shops, shopping malls, you will find everything within a close proximity of this apartment. Apart from that, you are getting 24/7 security, electricity, water and gas as well. So, if you want to enjoy life to the fullest with your family in this apartment then contact us today!"
bproperty-7,Sale,Residential,Apartment,Dhaka,Dhaka,Uttara,Uttara,Sector 10,10500000.0,1475.0,3,3,0,2,3,0,3,0,4,"At Uttara, A 1475 Sq Ft Well Fitted Residential Property Is For Sale","End the disparity of wanting a suitable home, to meet your homely demands being in a limited budget. Evaluate this cost efficient 1475  Square Feet flat right in Uttara, with decent 3 beds and nicely planned 3 baths, aligning with your need of wanting a modest home at the cheapest rate. The well-planned kitchen area is located right next to the spacious drawing-dining space. However, this flat has a nice balcony. The house has the best quality fittings for guaranteeing healthy hygiene. Want to know more about this flat? Just give us a call or contact us!"
bproperty-8,Sale,Residential,Apartment,Dhaka,Dhaka,Sutrapur,Sutrapur,Narinda,8000000.0,1066.0,3,2,0,1,2,1,4,0,4,"Attention! A 1066 Sq. Ft Flat Is Up For Sale At Narinda, This Is What You’ve Been Searching For As Your New Home!","So you are looking for a cozy abode? We will help you out. Take a good look at this wonderful abode that is very homely. There are three bedrooms and two washrooms within the abode. When you enter the flat, you will see that there is a space that can be used as the dining and drawing area. One of the bedrooms has a washroom attached to it. You will be able to reside in the kind of comfort that you seek. Property Features:North facedCovered Area: 8.8Number of Floors: 12Maintenance StaffDedicated Security Guard Cleaning ServicesNearby Amenities: Dholaikhal Jame Masjid, Tipu Sultan Road Jaame MasjidSo we recommend to make up your mind straight away and give us a call to know more about this home."
bproperty-9,Sale,Residential,Apartment,Dhaka,Dhaka,Mirpur,Mirpur,\N,5000000.0,950.0,2,2,0,1,2,0,5,0,3,Here Is A Cozy And Nice Flat Of 950 Sq Ft Waiting For Sale At Middle Monipur,"Introducing a stunning residential apartment located in the heart of Mirpur, offering a luxurious and comfortable living experience. The apartment boasts a generous 950 sqft size, with 2 bedrooms, 2 bathrooms, a balcony, a dining room, and a kitchen, providing ample space for relaxation and entertainment. What truly sets this apartment apart is its prime location in Mirpur, which offers a plethora of area amenities. For families with children, the apartment is surrounded by excellent educational institutions, including Military Institute of Science and Technology (MIST), Adamjee Cantonment College, Government Bangla College and Bangladesh University of Business and Technology (BUBT). In terms of healthcare, there are several renowned hospitals and clinics in the vicinity, such as the National Heart Foundation Hospital & Research Institute, Popular Diagnostic Center, Ibn Sina Hospital, and Islami Bank Hospital. This provides residents with easy access to quality medical care in times of need. For those who enjoy shopping and entertainment, there are several shopping malls and markets located within a short distance, including Mirpur Shopping Center, Shah Ali Plaza, and Mirpur Benaroshi Polli. Residents can enjoy shopping, dining, and entertainment at these bustling destinations. Lastly, connectivity is excellent in this area, with easy access to major highways, public transportation, Metro and important landmarks. The apartment is located just a short distance from Dhaka-Mymensingh Road, Dhaka-Aricha Road which connects it to other parts of Dhaka. There are also multiple bus stops and railway stations nearby, making transportation convenient and hassle-free. Overall, this apartment in Mirpur is an excellent choice for those seeking a luxurious living experience, surrounded by top-notch area amenities and excellent connectivity."
bproperty-10,Sale,Residential,Apartment,Dhaka,Dhaka,Gulshan,Gulshan,Gulshan 2,637500.0,4400.0,4,4,0,0,0,0,0,0,0,"You Can Move Into This Well Planned And Comfortable Residential Flat In Gulshan 2 For Sale, Of 4400 Sq Ft, Near Unimart","Amicable environment, appropriate commuting system and equitable prices of properties make the area Gulshan spectacular and most sought to all the home stalkers who are looking for properties. Well-to-do living and effortless movement which have to be on top of your wishlists if you are here to know about this home and reckon to own it. Featuring 4 beds and 4 baths, this cozy and beautiful apartment can be a perfect fit for families who are planning to make a home in Gulshan. The Kitchen area is positioned close to the dining space for your congenial gourmet hour. The washrooms are tiled with durable fittings that would make you content with your supposed sanitation. Do not miss this affordable offer and we are just a call away to close the deal for you!"
bproperty-11,Sale,Residential,Apartment,Dhaka,Dhaka,Badda,Badda,Uttar Badda,5700000.0,1075.0,3,3,0,0,0,0,0,0,0,"Buy This Great 1075 Square Feet Residential Flat In Uttar Badda, Purbanchal Road","This 1075  Square Feet beautiful apartment is located in Badda. Featuring 3 beds and 3 baths, this is a perfect fit for families who want to make a home in Badda. Each fittings of this property has got the fixtures installed with the high durability guarantee. All-time security, well-equipped maintenance staff are some other benefits worth mentioning for this flat. This nice apartment is surely a reasonable deal for you comparing to the area the home is situated. If you liked this flat, call us right away."
bproperty-12,Sale,Residential,Apartment,Dhaka,Dhaka,Khilgaon,Rampura,East Rampura,12913500.0,1600.0,3,3,0,0,2,0,2,0,3,Buy This 1600 Sq Ft Flat In East Rampura,"The vacant flat of 1600  Square Feet, surely is a reasonable deal compared with other flats in the area of Rampura. There are 3 beds and 3 baths in this apartment. The flat is completed with large windows and balconies to make sure there is proper ventilation throughout the flat. The washrooms are installed with fittings with a high durability guarantee. You will have the privilege to own a nice parking with great security for this flat. And all the daily necessities like markets, shops, restaurants, and hospitals are also available in the area for your convenience. If you want to steal this great deal, just call us and we will help you."
bproperty-13,Sale,Commercial,Shop,Dhaka,Dhaka,Dhanmondi,Dhanmondi,\N,2952000.0,1220.0,0,0,0,1,3,1,4,0,3,"At Dhanmondi Nearby Dhaka City College, A Shop Is Ready For Sale.","This space is meant to be a commercial shop with the essential features that you need to run one. There is a standard open space within it, giving you plenty of room to keep your items and deal with customers. If you are a product-based business, then this space will be ideal in the sense that there is enough space to showcase your products and talk to those who will enter your shop. Since this is located in Dhanmondi, you will really like running operations here since there are other businesses around and the area is one of the most modern ones you will find in the city. There is electricity backup to ensure that work does not stop in case there is shift in power. Property Features:South facedNumber of Floors: 5Maintenance StaffDedicated Security Guard Cleaning ServicesElectricity BackupFire ExitFire ExtinguisherNearby Amenities: Eastern University, Abdullah's Coaching, NewmarketFeel free to reach us for your further queries."
bproperty-14,Sale,Residential,Apartment,Dhaka,Dhaka,Mirpur,Mirpur,"Paikpara, Ahmed Nagar",4900000.0,750.0,3,2,0,0,2,0,4,0,4,"750 Sq Ft Apartment For Sale In Ahmed Nagar, Mirpur","Waiting for winning a ready flat in Mirpur? You just chose the right link to get through it. Mirpur is offering you one of the finest looking flats positioning. Utilities are available in this ready flat. The apartment has got balconies that would give the opportunity to spend some good family times with your family. Additionally a good amount of school, college and groceries are available in the nearby area. The flat has got amazing rooms which are enough to get you influenced to seize the flat right away. We are here waiting to acknowledge your need and aid you with the best property at this instant."
bproperty-15,Sale,Residential,Apartment,Dhaka,Dhaka,Mirpur,Mirpur,Pallabi,11000000.0,1522.0,3,3,0,2,2,0,2,0,4,Find 1522 Sq Ft Flat Available For Sale In Pallabi,"Looking for a home in Mirpur? A beautiful apartment of 1522  Square Feet is up for sale for those looking for a comfortable apartment and which will make your everyday life easier. There are 3 beds and 3 baths and nice balconies in the apartment. The kitchen space of the house is well planned. This apartment has adequate arrangements for ventilation and daylight. In the apartment building, you get all the necessary facilities including electricity, water, gas services are also convenient and available here. The locality around the home is very pleasant. Book this apartment today before someone else does."
bproperty-16,Sale,Residential,Apartment,Dhaka,Dhaka,Khilgaon,Rampura,East Rampura,8600000.0,1150.0,3,3,0,1,1,0,3,0,4,Flat For Sale In Rampura Near East Rampura High School,"Welcome to your dream home in Rampura, where comfort meets convenience! This spacious 1,150 sqft apartment offers a perfect balance of luxury and practicality. With 3 bedrooms and 3 bathrooms, this apartment is perfect for a family looking for a comfortable living space. The apartment boasts of 2 balconies that provide stunning views and allow natural light to flood the living space. The drawing room, dining room, and kitchen have been designed to maximize the available space while maintaining an airy environment. The interiors have been designed with great attention to detail and boast of high-quality fittings. Apart from the apartment's luxurious features, the location is perfect for those seeking convenience. Rampura offers excellent connectivity to the rest of the city, with easy access to public transport. The area is also well-equipped with a variety of educational institutions, including renowned schools and colleges. For healthcare needs, there are several hospitals and clinics in the area, ensuring that medical care is always within easy reach. Additionally, shopping malls and markets in Rampura offer an array of retail options, including grocery stores, clothing shops, and more. The apartment also boasts of several amenities, including electricity, gas, and water supply, electricity backup, CCTV security, maintenance staff, and guard and security staff. With all of these features, you can be assured of a comfortable and secure living experience. Don't miss out on the opportunity to make this beautiful apartment your home. Contact us today for more information and to schedule a viewing!"
bproperty-17,Sale,Residential,Apartment,Dhaka,Dhaka,Mohammadpur,Mohammadpur,Pc Culture Housing,3726000.0,1735.0,3,3,0,1,1,1,3,0,4,"Make This 1735 Sq Ft Flat Your Next Residing Location, Which Is Up For Sale In Mohammadpur","Welcome to this stunning 3-bedroom apartment located in the heart of Mohammadpur! This beautiful residential flat boasts an impressive 1,735 sqft of living space, offering plenty of room for you and your family to enjoy. The apartment features 3 well-designed bedrooms, each with its own wall cabinet, 3 bathrooms, and 3 balconies that provide an excellent view of the surrounding area. Living in Mohammadpur offers a plethora of benefits, and one of them is the easy access to top-notch educational institutions. This area is home to some of the best schools and colleges in the city, such as St. Joseph Higher Secondary School, Mohammadpur Preparatory School and College, and Govt. Mohammadpur Model School & College, ensuring that your children get the best possible education. Shopping is also a breeze in this area, with a range of shopping malls and centers located within a short distance from the apartment. Shimanto Square Shopping Mall, and Unimart are just a few of the many options available to fulfill your shopping needs. Safety and security are of utmost importance, and this apartment comes equipped with CCTV security, fire exits, fire extinguishers, and 24/7 guard and maintenance staff. Additionally, the apartment features a designated parking space, and electricity backup to ensure that you are always comfortable and secure. This apartment located in Mohammadpur offers the perfect combination of comfort, convenience, and luxury. Schedule a visit today, and experience the epitome of luxury living. Don't miss out on the opportunity to make this stunning apartment your dream home!"
bproperty-18,Rent,Commercial,Floor,Dhaka,Dhaka,Gulshan,Gulshan,Gulshan 1,500000.0,3955.0,2,0,0,2,2,0,4,0,3,3955 Square Feet Spacious Commercial Floor For Rent At Gulshan 1,This vacant property is an excellent opportunity for the investors or commercial property hunters. The tasteful outlook and spacious floor plan make it more lucrative for the buyers. The commercial space is located in the desirable location of Gulshan. The building provides you with good security and all time availability of utilities. 3 months advance. Do not miss this affordable offer and we are just a call away to close the deal for you!
bproperty-19,Sale,Residential,Apartment,Dhaka,Dhaka,Khilgaon,Rampura,"East Hazipara, East Rampura",6800000.0,1002.0,2,2,0,2,2,0,2,0,3,"Visit This 1002 Sq Ft Flat Up For Sale In East Rampura, East Hazipara","Welcome to your dream home in Rampura, where luxury and convenience meet. This stunning under-construction apartment offers a spacious 1,002 sqft of living space, with 2 bedrooms, 2 bathrooms, and a balcony. The apartment features a drawing and dining area, a modern kitchen, electricity backup, CCTV security, intercom, visitor log, and a security staff to ensure your safety and comfort. One of the biggest advantages of living in Rampura is its proximity to several educational institutions, including schools, colleges, and universities. Moreover, this area boasts numerous healthcare facilities, including hospitals providing you with peace of mind and easy access to medical care. If you are a shopaholic, Rampura has plenty of options for you! The area is home to several shopping malls. Whether you are looking for high-end boutiques or local vendors, Rampura has something for everyone. Finally, the connectivity in Rampura is excellent, with easy access to major roads and highways. The area is served by several public transportation options, including buses and trains, making it easy to commute to work or explore the city. With so many amenities at your fingertips, this apartment in Rampura is the perfect place to call home."
bproperty-20,Sale,Residential,Apartment,Dhaka,Dhaka,Uttara,Uttara,Sector 12,12447500.0,2190.0,3,3,0,1,1,0,1,0,3,"We Bring You An Excellent Flat Of 2190 Sq Ft For Sale In Rupayan City, Uttara","Welcome to this stunning 3 bedroom, 3 bathroom apartment located in the sought-after neighborhood of Uttara. Boasting an impressive 2,190 sqft of living space, this South-facing apartment offers breathtaking views from its 3 wide balconies. Step inside and you'll immediately be greeted by an expansive drawing and dining area, perfect for entertaining guests. The living room offers a comfortable and cozy space for relaxing after a long day. The kitchen comes equipped with modern fittings and is perfect for those who love to cook. Additionally, there is an attendant's bathroom for added convenience. This apartment offers a range of amenities to make your life comfortable and convenient. The gas and electricity supply is uninterrupted, and there's an electricity backup for added peace of mind. The parking space ensures you never have to worry about finding a spot for your car. CCTV Security and Security Staff keep the building safe and secure. The neighborhood of Uttara offers a plethora of amenities for residents to enjoy. Educational institutions such as Scholastica, Maple Leaf International School, Dhaka Imperial College, Daffodil International University, and Rajuk Uttara Model College. are just a few minutes' drive away. Healthcare facilities such as Uttara Adhunik Medical College & Hospital, Kuwait Bangladesh Friendship Govt. Hospital, Ibn Sina Hospital, and Popular Diagnostic Centre are also located within close proximity. If you're a shopaholic, you'll love Uttara's shopping scene. The area boasts several malls, including Rajlaxmi Complex, North Tower Shopping Complex, and Mascot Plaza. These malls have a variety of stores that cater to different tastes and preferences, so you're sure to find something that suits your style. Lastly, connectivity is a breeze in Uttara, with excellent transport links to other parts of Dhaka. You'll have easy access to the airport, city center, and other parts of the city, thanks to the area's well-developed road network and public transport system. Overall, this apartment offers the perfect balance of luxury and convenience. With its prime location and range of amenities, it's the perfect place to call home."
bproperty-21,Sale,Residential,Apartment,Dhaka,Dhaka,Turag,Turag,\N,12000000.0,1722.0,3,3,0,2,2,0,4,0,4,Nice And Reasonable Flat Of 1722 Sq Ft Is Ready To Sale In Turag,"This apartment comprises 1722  Square Feet area. With 3 beds and 3 baths, this wonderful apartment is ready for you to call your home. As the drawing and dining space is quite open, there will be a lot of light and air. The kitchen is beautifully equipped with well-fitted tiles, and the bathrooms are complete with durable fittings. The large windows and great floor plan of this flat assures you get a comfortable life. There are also other facilities like electricity, water, gas and security. You do not need to worry about utilities while you live in this flat with your family. So we welcome you to reach us through a call and let us serve you to own this beautiful flat right away."
bproperty-22,Sale,Residential,Apartment,Dhaka,Dhaka,Turag,Turag,\N,12000000.0,1758.0,3,3,0,2,2,0,4,0,4,"Stunning Apartment Of 1758 Sq Ft In The Heart Of Turag, Is Up For Sale","It is the exact place if you are looking for one of the most picked and affordable properties in a congenial zone. The scenic apartment of 1758  Square Feet includes amazing 3 beds and 3 baths which are enough to get you swayed to seize the flat right away. Rooms are all combined with well-fitted washrooms for the comfiest living for your family. The apartment has got balconies and a nice kitchen. The facing of the correspondent flat makes sure that the home gets enough daylight throughout the day. All-time electricity, water, gas services are also available here. The locality is very pleasant here. If you prefer a quiet neighborhood then this is the perfect match for you. There are well-known schools and colleges within very close proximity of the building. And all the daily necessities like markets, shops, restaurants, and hospitals are also available in the area for your convenience. Contact us at your earliest to know more about this apartment."
bproperty-23,Sale,Residential,Apartment,Dhaka,Dhaka,Mirpur,Mirpur,Rupnagar R/A,10000000.0,1700.0,4,4,0,2,2,0,2,0,4,"We Offer You A 1700 Sq Ft Apartment For Sale In Rupnagar, Mirpur","In the desirable location of Mirpur a beautiful 1700  Square Feet apartment is located for you to make it your new home. If you are interested in taking a home in Mirpur, this 1700  Square Feet apartment can be a great option for you. It features 4 beds, 4 baths and a wide drawing-dining area with a modern kitchen setting. All time availability of water, gas and electricity will make your life even smooth while living in this flat. You would also have refreshing balconies for a chill out in your morning and evening hours with your family. Contact us to know more about this apartment."
bproperty-24,Sale,Residential,Apartment,Dhaka,Dhaka,Bashundhara R/A,Bashundhara R-A,Block D,22500000.0,2000.0,3,3,0,2,2,0,4,0,4,Offering You 2000 Sq Ft Flat For Sale In Bashundhara R-a,Introducing you with one of the best properties vacant for your next living. This 2000  Square Feet apartment in Bashundhara R-A awaits to be your next home. This beautiful apartment has 3 beds and 3 baths. The correspondent apartment completed with a very strong and wonderful floor plan. The flat for sale provides the exact comfortable lifestyle that you have been looking for. Covers area as a whole the flat also has facilities that come along with this edifice.  Contact us at your earliest to know more about this apartment.
bproperty-25,Sale,Residential,Apartment,Dhaka,Dhaka,Shyamoli,Shyamoli,\N,11223000.0,1368.0,3,3,0,1,2,0,5,0,3,In Shyamoli This Flat Is Up For Sale Which Is 1368 Sq Ft,"Welcome to this beautiful 3-bedroom residential flat for sale in Shyamoli, Dhaka. With an apartment size of 1,368 sqft, this flat features 3 well-lit bedrooms, 3 bathrooms, and 3 balconies attached to each bedroom, providing ample natural light and stunning views of the city. The flat is also equipped with a modern kitchen, parking spaces, elevators in the building, CCTV security, and a reliable electricity backup, ensuring your comfort and safety. Shyamoli is a highly sought-after area in Dhaka that offers an abundance of amenities and facilities. Educational institutions such as Shaheed Suhrawardy Medical College, Shyamoli Ideal Technical School & College, and Shyamoli Ideal College are located within the vicinity, ensuring your family's educational needs are met. When it comes to healthcare facilities, Shyamoli has several hospitals and clinics, including the popular Square Hospital and Shaheed Suhrawardy Medical College and Hospital, providing top-notch medical care whenever needed. For those who love shopping, the area has several shopping malls and supermarkets such as Shyamoli Square Shopping Complex, Agora, and Meena Bazar, where you can find everything from daily essentials to luxury items. The connectivity of the area is excellent, with easy access to major roads such as the Mirpur Road and the Kazi Nazrul Islam Avenue, providing quick and convenient transportation options. The flat is equipped with guard and maintenance staff, ensuring all your basic needs are taken care of. This beautiful 3-bedroom residential flat in Shyamoli offers a luxurious and convenient lifestyle with an abundance of amenities and facilities right at your doorstep. Don't miss out on this opportunity to own a flat in one of the most sought-after areas in Dhaka."
bproperty-26,Sale,Residential,Apartment,Dhaka,Dhaka,Bashundhara R/A,Bashundhara R-A,Block D,21000000.0,2318.0,3,4,0,1,2,0,3,0,3,Live A Restful Life In This 2318 Square Feet Flat For Sale In Bashundhara R-a,"Welcome to this elegant residential flat for sale located in Bashundhara R/A, Dhaka. This spacious 2,318 sqft apartment offers 4 bedrooms, 4 bathrooms, and a beautiful balcony attached to 2 bedrooms and a dining room, allowing you to enjoy the stunning views of the city. The flat is equipped with a modern kitchen, ample parking spaces, elevators in the building, and CCTV security, ensuring your safety and comfort. The Bashundhara R/A is a prime location that offers numerous amenities and facilities to its residents. Educational institutions such as Bashundhara Residential Model College, and North South University are all located within the vicinity, ensuring that your family's educational needs are met. When it comes to healthcare facilities, Bashundhara R/A has several hospitals and clinics, including Apollo Hospitals, United Hospital, providing top-notch medical care whenever needed. For those who love shopping, the area has a plethora of shopping malls and supermarkets such as Jamuna Future Park, where you can find everything from daily essentials to luxury items. The connectivity of the area is excellent, with easy access to major roads such as the Pragati Sarani Road and the Kuril Bishwa Road, providing quick and convenient transportation options. The flat is equipped with a reliable electricity backup system, guard, and maintenance staff, ensuring all your basic needs are taken care of. This stunning residential flat for sale in Bashundhara R/A is an ideal place for families and young professionals, offering an exclusive lifestyle with an abundance of amenities and facilities right at your doorstep."
bproperty-27,Sale,Commercial,Office,Dhaka,Dhaka,Mirpur,Mirpur,Pallabi,9625000.0,275.0,0,0,0,1,2,0,4,0,4,"Increase Your Business Potentials By Buying This 275 Sq Ft Commercial Space In Mirpur, Pallabi",An open floor is up for sale in the busiest suburb of Mirpur. The floor can be a perfect opportunity to expand your business or open a new branch in Mirpur area. With an area of the business space makes sure you get all the upgraded necessary facilities. Book this space and make a wise choice which also comes within your affordability.
bproperty-28,Sale,Residential,Apartment,Dhaka,Dhaka,Badda,Badda,Uttar Badda,5200000.0,900.0,2,3,0,1,2,0,4,0,4,900 Square Feet Residential Flat For Sale In Uttar Badda,"If you are waiting to be one of the gainful property gainers, we got a place to offer you in, known as one of the welcoming suburban zones of Badda. In case of any issues that might arise which need attention, communication systems are there to ensure effective addressing of such issues. This exquisite building covers a very homey entrance to take you to this apartment that you can see in our enlisted images. This beautiful apartment featuring 2 beds and 2 baths, and this is a perfect fit for families who want to make a home in Badda. Stepping in, the first thing you will find is a space that can be utilized as a dining and a drawing space. The apartment has got large windows and balconies to replenish some happy time with your family. Don’t miss this affordable offer and we are just a call away to close the deal for you!"
bproperty-29,Sale,Commercial,Office,Dhaka,Dhaka,Mirpur,Ibrahimpur,\N,10000000.0,1650.0,0,0,0,2,2,0,2,0,4,1650 Sq Ft Office Space Is Ready For Sale In Ibrahimpur Bazar Road,"Do you aspire to grow your business? see this vacant commercial space in Ibrahimpur comes complete with all utility supplies, electricity and other important facilities. This space can be a perfect opportunity to grow your business. This space is located in one of the lucrative locations to endure your business. Feel free to reach us for your further queries"
bproperty-30,Sale,Commercial,Shop,Dhaka,Dhaka,Dhanmondi,Dhanmondi,\N,2952000.0,456.0,0,0,0,1,3,1,4,0,3,456 SFT Shop Available for Sale in Dhanmondi,"This 456 Sft shop in Dhanmondi near the Dhaka City College would be a perfect location for a shop. In this shop, you will get two separate rooms. You can utilize the rooms according to the needs of your business. From shops, small business to consultancy service, this place is ideal for all kinds of business. And as it is located close to a prime location like The Dhaka City College, the prospects of your business will increase tremendously. This space will provide you with electricity backup incase of emergencies, has fire extinguishers in required spots, a fire exit system, 24/7 open facilities, and much more that you would need to run your business smoothly. For businesses, Dhanmondi is the perfect place to be. And the location of this shop is even more convenient as Dhaka City College, Eastern University, New Market are in a very close proximity to this space. Letting go of the opportunity to grow your business in this space would be a mistake. So contact us today for more details! Property Features: South faced Number of Floors: 1 Maintenance Staff Dedicated Security Guard Cleaning Services Electricity Backup Fire Exit Fire Extinguisher Nearby Amenities: Eastern University, Dhaka City College, Newmarket"
bproperty-31,Sale,Commercial,Office,Dhaka,Dhaka,Mirpur,Ibrahimpur,\N,10000000.0,1650.0,0,0,0,2,2,0,2,0,4,Buy This 1650 Sq Ft Office In Ibrahimpur Bazar Road,"Your innovative business ideas are waiting to be processed in this notable commercial area, ready to sale. With all modern professional facilities and polished fittings, this commercial space is capable enough to highlight your organization’s rise. So if you are planning on expanding your business in this desirable location of Ibrahimpur then, you can take this commercial space. Hurry up and contact us to know the detailed description of this property."
bproperty-32,Sale,Commercial,Office,Dhaka,Dhaka,Mirpur,Mirpur,East Kazipara,17462500.0,2198.125,0,0,0,0,0,0,1,0,3,"11200 Sq Ft Commercial Space Built With Professional Care, Is Up For Sale In Mirpur, Begum Rokeya Sharani",See this vacant commercial space in Mirpur undoubtedly a lucrative location to grow your business. The correspondent space up for sale comes complete with all utility supplies and other crucial facilities to run your business smooth. So come quick and book this vacant space to run your business smooth. Contact us to know more about this property.
bproperty-33,Sale,Commercial,Office,Dhaka,Dhaka,Badda,Badda,Shahjadpur,15032500.0,2543.0,0,0,0,2,1,1,2,0,3,A Smartly Priced 3740 Square Feet Office Which Is Up For Sale In Pragati Sarani.,"A primary benefit of business expansion is to attract and retain new customers. So if you are planning on expanding your business to this desirable location of Badda then, we have a good deal for you. An office space is ready and vacant right now. The correspondent commercial space comes with a very tasteful outlook and strong structure. So come and check the vacant space and book it before anyone else. It is going to be a great deal for your business expansion and that totally values your money.  We are here waiting to acknowledge your need and aid you with the best property at this instant."
