id,purpose,building_nature,building_type,division,city,zone,locality,address,price,area,num_bed_rooms,num_bath_rooms,relaxation_amenity_count,security_amenity_count,maintenance_or_cleaning_amenity_count,social_amenity_count,expendable_amenity_count,service_staff_amenity_count,unclassify_amenity_count,property_description,property_overview
bproperty-1409,Sale,Residential,Apartment,Dhaka,Dhaka,Mirpur,Mirpur,East Monipur,6500000.0,1155.0,3,2,0,1,3,0,3,0,4,"1155 Sq Ft Residential Flat For Sale In Mirpur, East Monipur","If you are looking for a home for your family in Mirpur then this 1155  Square Feet apartment is the perfect fit for you. With 3 beds and 2 baths, this home is perfect for a family. When you first enter the apartment, you see a traditional setup and lots of opportunity to play with the interior. With multiple windows all around the home, you wouldn’t have any issue with proper sunlight and air in the house. The modern kitchen and a tiled counter to make your kitchen chores easy. With amenities like security backup and a dedicated maintenance staff, your family can lead a healthy and safe life here. You will also have 24/7 electricity backup and access to the terrace. The area Mirpur is perfect for a family to live in as daily essentials like markets, schools, mosques and restaurants are all available in the area. So when living in Mirpur, you wouldn’t need to go anywhere else. To make this affordable apartment your home, contact us today!"
bproperty-1410,Sale,Residential,Apartment,Dhaka,Dhaka,Bashundhara R/A,Bashundhara R-A,Block G,11500000.0,1500.0,3,3,0,1,2,0,3,0,3,"1500 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block G","A calm place to live in with serene surroundings, yes Bashundhara R-A residential area is surely that kind of a location in our busy city. This apartment has all the facilities you will need like gas, electricity and water supplies. Once you enter the home you will find out how well the apartment is planned. The rooms are spacious enough to pass some great and comfortable time with friends and family. A large and airy dining space is sited just in front of drawing room having ample space to place your beautiful dining setup. Bathrooms are completed with durable fittings to meet the criterion of a modern apartment.   We earnestly request to give us a call right away to win the deal offered."
bproperty-1411,Sale,Residential,Apartment,Dhaka,Dhaka,Ramna,Malibagh,Gulbag,5700000.0,995.0,3,3,0,0,1,0,1,0,3,"Offering You A 995 Sq Ft Nice Flat For Sale In Gulbag, Malibagh","The building is completing with the user comfort in mind and the living space will keeps you relaxed. The essentials for a healthy livelihood are available for a better lifestyle. There's some work in progress which will be done soon. Being a very well planned area, it helps residents experience a settled environment within a balanced zone. It's well designed and spacious. All essentials are available for a healthy lifestyle and the rooms are completing like what you might call, a home. Since overcrowded areas are a nuisance to residents and a balance needs to be brought about, this place is designed to provide a range of amenities and that comprises of medical centers, schools, universities and recreational centers. For more details feel free to contact us."
bproperty-1412,Sale,Residential,Residential Plot,Dhaka,Dhaka,Keraniganj,Keraniganj,\N,3300000.0,1440.0,3,3,0,0,0,0,0,0,0,Offering You A 2 Katha Plot For Sale In Keraniganj,"Building a happy future in your dream home is in your hand now. This plot will be offering you a premium living, exclusive comforts & absolute tranquillity. The plan of this plot reflects the vision of a community where you will get a convenient place in terms of infrastructure, design and urban planning.  At the same time the plot is also offering you the satisfactory value for your money. So what are you waiting for contact us to book this plot right away."
bproperty-1413,Sale,Residential,Apartment,Dhaka,Dhaka,Mirpur,Mirpur,"Senpara Parbata, Section 10",5600000.0,880.0,2,3,0,2,2,0,2,0,4,"We Are Happy To Present This Modern 880 Sq Ft Apartment For Sale In Section 10, Mirpur","This 880  Square Feet home is situated in a great location of Mirpur, which will give you easy access to everyday transportation. This 880  Square Feet apartment features 2 beds and 2 baths. With the drawing and dining area right in the middle of the house, it offers the most ideal setting. All-time electricity, water and gas services are also available here. Also, you will be able to live in a pleasant locality. Many notable educational institutions are located in the area to provide and assure a good education for your children. Liked this home? For more details feel free to contact us."
bproperty-1414,Sale,Residential,Apartment,Dhaka,Dhaka,Bashundhara R/A,Bashundhara R-A,Block I,18000000.0,1650.0,3,3,0,1,2,0,3,0,3,1650 Square Feet Great Flat Is Available For Sale In Bashundhara R-a,"A happy future in your dream home is in your hand now. This will be so well designed that it will provide you a premium living and exclusive comforts. The plan reflects the vision of a community where you will get a convenient place in terms of infrastructure, design and urban planning. At the same time it is also offering you the satisfactory value for your money. So what are you waiting for, contact us to book this apartment."
bproperty-1415,Sale,Residential,Apartment,Dhaka,Dhaka,Bashundhara R/A,Bashundhara R-A,Block F,18000000.0,2000.0,3,3,0,1,2,0,3,0,3,"2000 Square Feet Flat With Cozy Rooms Is Available For Sale In Bashundhara R-a, Block F","A happy future in your dream home is in your hand now. This will be so well designed that it will provide you a premium living and exclusive comforts. The plan reflects the vision of a community where you will get a convenient place in terms of infrastructure, design and urban planning. At the same time it is also offering you the satisfactory value for your money. So what are you waiting for, contact us to book this apartment."
bproperty-1416,Sale,Residential,Residential Plot,Dhaka,Dhaka,Bashundhara R/A,Bashundhara R-A,\N,23400000.0,2160.0,3,3,0,0,0,0,0,0,0,"3 Katha Residential Plot For Sale In Bashundhara R-a, Block N","If your goal is to structure your own home in a vibrant locality, then this location is the correct option to meet your purpose. This plot with numerous possibilities, abundant area and an outstanding neighbourhood is ready to construct your targeted dream house. The spectacular views of this place will make the balconies of your home the ultimate destination for you to chill, after any dull day! The environment of this location is decent enough too, to live with your family. So the desire to create your dream home, is all ready to flourish with your step to buy this amazing plot. Contact us to know more about this residential plot further!"
bproperty-1417,Sale,Residential,Apartment,Dhaka,Dhaka,Bashundhara R/A,Bashundhara R-A,Block F,8000000.0,850.0,3,3,0,1,2,0,3,0,3,A Nicely Constructed Apartment Of 850 Sq Ft Is Available Right Now For Sale In Bashundhara R/a,This convenient 850  Square Feet apartment located in the center of Bashundhara R-A is ready to be your home. This apartment features 3 beds and 2 baths and the apartment has nice and spacious balconies. The building holds one active and well-preserved elevators with a spacious staircase which leads the visitors of the unit welcoming with a nice looking wooden door. The combined drawing and dining area give you the first notion about the house to be one of the best-picked properties in Bashundhara R-A. All the washrooms are attached to fittings that are best regarding quality and persistence. The facing of this flat also makes sure that you get daylight throughout the day. Hurry up if your requirements match with what we are offering.
bproperty-1418,Sale,Residential,Apartment,Dhaka,Dhaka,Mirpur,Mirpur,Section 2,6500000.0,1300.0,3,3,0,0,2,0,3,0,3,Good News! This 1300 Sq Ft Apartment For Sale In Borobag Which Can Be Your Next Destination,"This affordable 1300  Square Feet apartment located in the center of Mirpur is ready to be your home. This apartment features 3 beds and 3 baths and the apartment  has nice and spacious balconies. As you enter the apartment, you would see an open space that can be used both as your drawing and dining room. You can easily use a partition to divide the rooms as well. The kitchen has multiple counters and the entire apartment has beautiful tile work that will catch your attention. With a dedicated security guard and maintenance staff serving 24/7, you wouldn’t have to worry about the security and cleanliness of this property. If you prefer a quiet neighborhood then this is the perfect match for you. There are well known schools and colleges within a very close proximity of the building. And all the daily necessities like markets, shops, restaurants, hospitals are also available in the area for your convenience. So don’t wait anymore. Contact us to make this affordable apartment your home!"
bproperty-1419,Sale,Residential,Apartment,Dhaka,Dhaka,Khilgaon,Aftab Nagar,Block E,8500000.0,1250.0,3,3,0,2,1,0,3,0,3,Well Organized Flat Of 1250 Sq Ft Is Now Ready For Sale In Aftab Nagar,"This wonderful residence is nestled on a large level in the desirable location of Aftab Nagar. This beautiful 3 beds and 3 baths apartment is quite open and lively. Moreover, the home retains the value of peaceful living while being conveniently close to shops, school and transport. Standing on a strong structure, the flat is cozy and spacious. You will also get 24/7 electricity, water, gas and security services. The asking price of this flat for sale surely comes within your affordability. Contact us at your earliest to know more about this apartment."
bproperty-1420,Sale,Residential,Apartment,Dhaka,Dhaka,Uttara,Uttara,Sector 11,12447500.0,1650.0,3,3,0,1,1,0,1,0,3,1650 Sq Ft Beautiful Flat For Sale In Uttara-11,"Welcome to this wonderful residential apartment for sale located in Uttara, one of the most sought-after neighborhoods in Dhaka, Bangladesh. The apartment features 1,650 square feet of living space and boasts an exceptional South view that captures the stunning cityscape. With 3 bedrooms, 3 bathrooms, and 3 balconies, this apartment provides ample space and privacy for families or individuals. In addition to the modern fittings and electricity backup, this apartment also offers the security and peace of mind that comes with CCTV surveillance and trained security staff. One of the biggest advantages of living in Uttara is the proximity to several excellent educational institutions, including Uttara High School and College, IUBAT University, and Northern University. The area also boasts world-class healthcare facilities, ensuring that you and your loved ones receive the best medical care. Shopping enthusiasts will appreciate the convenience of having several shopping malls nearby, including Rajlaxmi Complex, Uttara Plaza, and Mascot Plaza. Uttara also offers excellent connectivity to other parts of the city, thanks to its well-developed road network and public transportation systems. Overall, this apartment presents an excellent opportunity to experience luxurious living in one of the most vibrant and well-connected neighborhoods in Dhaka. Don't miss out on the chance to make this exceptional property your own."
bproperty-1421,Sale,Residential,Apartment,Dhaka,Dhaka,Mirpur,Mirpur,1St Colony,8000000.0,1400.0,3,3,0,1,1,0,3,0,4,"Make This 1400 Sq Ft Flat Your Next Residing Location, Which Is Up For Sale In Mirpur","Looking for a suitable place to settle in the wonderful locality of Mirpur? This stunning 1,400 sqft apartment in the sought-after area of Mirpur is a perfect blend of style and functionality, offering a comfortable and luxurious living experience. Boasting 3 spacious bedrooms, 3 bathrooms, and 3 balconies, this apartment is designed to cater to all your modern lifestyle needs. The kitchen, drawing, and dining areas are intelligently planned to provide maximum functionality and comfort. Equipped with CCTV security, electricity, gas, electricity backup, and guard, this apartment ensures you have a safe and secure living environment. The security staff is always available to address any concerns or needs you may have. One of the best features of this apartment is the breathtaking south view that provides a serene ambiance and an ample amount of natural light. However, what makes this apartment truly special is its location. Mirpur is a thriving community with a wide range of amenities that cater to every need. Education is of paramount importance, and Mirpur has a plethora of top-notch educational institutions that offer quality education. Healthcare facilities are also easily accessible, with renowned hospitals and clinics located nearby. For shopping enthusiasts, there are several shopping malls and markets in the area that offer a wide variety of products. Additionally, Mirpur boasts excellent connectivity, with public transportation options such as metro, buses, taxis, and ride-sharing services available 24/7. With all these amenities and more, this apartment is a perfect choice for anyone looking for a luxurious and convenient living experience in Mirpur."
bproperty-1422,Sale,Residential,Apartment,Dhaka,Dhaka,Mirpur,Mirpur,Section 10,7700000.0,1350.0,3,3,0,0,0,0,1,0,3,"Well Organized Flat Of 1350 Sq Ft Is Now Available For Sale In Section 10, Mirpur","Good news for the home hunters! If you are planning to shift to one of the most rising neighborhoods in the city, we got a great update. Mirpur is granting a lovely flat of 1350  Square Feet is for sale. This apartment has cozy 3 beds and modern 3 baths. The apartment is well facilitated with all-time gas, water and electricity. The amicable locality is perfect to settle with your family. Transportation stops are very close to this location as well.  So when living in Mirpur, you wouldn’t need to go anywhere else. To make this affordable apartment your home, contact us today!"
bproperty-1423,Sale,Residential,Apartment,Dhaka,Dhaka,Mirpur,Mirpur,1St Colony,8000000.0,1425.0,3,3,0,1,1,0,3,0,4,Nice 1425 Sq Ft Flat Is Available For Sale In Mirpur,"Welcome to this stunning residential apartment located in the bustling area of Mirpur, Dhaka. This spacious apartment boasts 1,425 sqft of living space with 3 bedrooms, 3 bathrooms, and 3 balconies, providing ample space for you and your family to live comfortably. Education is a top priority for many families, and Mirpur has no shortage of educational institutions. Some of the renowned educational institutions in the area include the Military Institute of Science and Technology (MIST), Adamjee Cantonment College, Government Bangla College and Bangladesh University of Business and Technology (BUBT). Healthcare facilities are also abundant in the area, ensuring that residents have access to quality healthcare services. Some of the reputable hospitals in the vicinity include the UNational Heart Foundation Hospital & Research Institute, Popular Diagnostic Center, Ibn Sina Hospital, and Islami Bank Hospital. For those who enjoy shopping, Mirpur offers a range of shopping malls, including the Mirpur Shopping Center, Mirpur Stadium Market, Mirpur Benaroshi Polli and Mirpur 10 Market, where residents can find everything they need. Connectivity is another significant factor that makes Mirpur an ideal location. The area is well-connected through various modes of transportation, including Metro, buses, taxis, and ride-sharing services. The location is also conveniently accessible from the Hazrat Shahjalal International Airport, making it an ideal destination for international travelers. With its excellent location and top-notch amenities, this residential apartment is the perfect place to call home. Don't miss out on this incredible opportunity to live in one of the most desirable areas of Dhaka. Contact us today to schedule a viewing."
bproperty-1424,Sale,Residential,Residential Plot,Dhaka,Dhaka,Keraniganj,Keraniganj,\N,4500000.0,2160.0,3,3,0,0,0,0,0,0,0,3 Katha Residential Plot Is For Sale In South Keraniganj,"If your goal is to structure your own home in a vibrant locality, then this location is the correct option to meet your purpose. This plot with numerous possibilities, abundant area and an outstanding neighbourhood is ready to construct your targeted dream house. The spectacular views of this place will make the balconies of your home the ultimate destination for you to chill, after any dull day! The environment of this location is decent enough too, to live with your family. So the desire to create your dream home, is all ready to flourish with your step to buy this amazing plot. Contact us to know more about this residential plot further!"
bproperty-1425,Sale,Residential,Apartment,Dhaka,Dhaka,Bashundhara R/A,Bashundhara R-A,Block H,12500000.0,1350.0,3,3,0,1,2,0,3,0,3,Look At This Nice 1350 Sq Ft Flat Is Up For Sale At Bashundhara R/A,"This is largely a residential area with a serene environment. Once you drive or step into the area, you will find a wonderful scenery surrounding you. The serene environment with well-arranged lanes and pleasant atmosphere give the area the popularity it holds today, as a great residential zone to live. Once the apartment is done, you will notice that the residential complex features all the modern facilities and the contemporary architectural layout creates a unique site you would love to live in. Come and see this apartment Contact us at your earliest to know more about this apartment."
bproperty-1426,Sale,Residential,Apartment,Dhaka,Dhaka,Bashundhara R/A,Bashundhara R-A,Block D,17000000.0,2000.0,3,3,0,1,2,0,3,0,3,We Are Offering A Reasonably Priced Flat For Sale Which Is Featuring 2000 Sq Ft Space In Bashundhara R/A,"Looking for a home in Bashundhara R-A? A beautiful apartment of 2000  Square Feet is up for sale for those looking for a comfortable apartment and which will make your everyday life easier. There are 3 beds and 3 baths and nice balconies in the apartment. The kitchen space of the house is well planned. This apartment has adequate arrangements for ventilation and daylight. In the apartment building, you get all the necessary facilities including electricity, water, gas services are also convenient and available here. The locality around the home is very pleasant. Book this apartment today before someone else does."
bproperty-1427,Sale,Residential,Apartment,Dhaka,Dhaka,Bashundhara R/A,Bashundhara R-A,Block H,27000000.0,2700.0,3,3,0,1,2,0,3,0,3,Get A Look At This Lovely Flat For Sale Featuring 2700 Sq Ft In Bashundhara R/A,"The building is completing with the user comfort in mind and the living space will keeps you relaxed. The essentials for a healthy livelihood are available for a better lifestyle. There's some work in progress which will be done soon. Being a very well planned area, it helps residents experience a settled environment within a balanced zone. It's well designed and spacious. All essentials are available for a healthy lifestyle and the rooms are completing like what you might call, a home. Since overcrowded areas are a nuisance to residents and a balance needs to be brought about, this place is designed to provide a range of amenities and that comprises of medical centers, schools, universities and recreational centers. For more details feel free to contact us."
bproperty-1428,Sale,Residential,Apartment,Dhaka,Dhaka,Bashundhara R/A,Bashundhara R-A,Block B,13000000.0,1462.0,3,3,0,2,2,0,3,0,5,"Get A Look At This Lovely Flat For Sale Featuring 1452 Sq Ft In Block B, Bashundhara R/A","Peaceful environment, convenient commuting system and satisfactory prices! Yes, we are talking about the area Bashundhara R-A. The great news is, a beautiful 1462  Square Feet flat is vacant right now for sale in the location of Bashundhara R-A. The apartment has 3 beds and 3 baths. Once you enter the apartment, there is an open space that can be used both as the dining and the drawing area. No need to be concern about utilities as water, gas and electricity is all time available in the apartment. If you are looking for a modern well-planned flat then you can undoubtedly choose this one. 1 Parking availableLiving in Bashundhara R-A means you have access to all the best restaurants, cafes, shopping malls, educational institutes are much more. Please do visit this place and let us assist you in making it your new home."
bproperty-1429,Sale,Residential,Apartment,Chattogram,Chattogram,Chattogram City,9 No. North Pahartali Ward,West Khulshi R/A,9200000.0,1563.0,3,3,0,2,2,1,2,0,3,Look At This Nice 1563 Sq Ft Flat Is Up For Sale At West Khulshi,"Want a modern apartment within your budget? Then you must check out this 1563  Square Feet apartment in 9 No. North Pahartali Ward. Featuring 3 beds and 3 baths, this apartment is perfect for newly wed couples or small families. As you enter the apartment, you would see a cozy living cum dining space. There is an attached bathroom with the master bedroom. There is a nice balcony with the master bedroom. The kitchen space has been done in a very organized way with modern fittings. However, the most interesting aspect of the apartment is its interior. A contrast of nice color combinations has been created in the living space. On the other hand, being located in 9 No. North Pahartali Ward, all the daily necessities are just a few minutes away from you. There is a 24/7 supply of electricity, water and gas. All in all, for those looking for a 3 beds apartment on a budget, this apartment may be the best investment decision for you. So if you want to take this cozy apartment within budget, contact us today for more details!"
bproperty-1430,Sale,Residential,Apartment,Dhaka,Dhaka,Bashundhara R/A,Bashundhara R-A,Block D,15000000.0,1325.0,3,3,1,1,2,0,3,0,3,"1325 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block D","Just after entering this vacant flat you will find with a great floor plan the correspondent apartment offers the best security for the residence. The flat presents washrooms which are built-in with the most elite lavatory fittings. All the bedrooms are enough spacious to assure your privacy while living in this home. You do not have to worry about utilities as the utilities will be available in this flat. The locality is also amicable with a good amount of school, college and groceries. The balconies which revitalizing anyone’s mind with a salient view of the locality. The transportation systems are well facilitated as the regular commuting like Rickshaw, CNG and bus stops are located in the area. Hurry up if your requirements match with what we are offering."
bproperty-1431,Sale,Residential,Apartment,Dhaka,Dhaka,Ramna,Malibagh,Shantibag,15500000.0,1900.0,4,5,0,2,2,0,3,0,4,Apartment For Sale In Shantibag Nearby Malibagh Super Market,"This stunning 1,900 sqft residential apartment boasts 4 spacious bedrooms and 5 luxurious bathrooms, making it the perfect family home. The drawing and dining area are spacious and perfect for entertaining guests. The 2 balconies offer stunning views and a great place to relax. The kitchen is equipped with a storeroom and all necessary amenities, including gas and electricity connections. With electricity backup and intercom facilities, you will never be without power. The apartment is also equipped with CCTV security and is monitored by maintenance and security staff for your peace of mind. Located in the desirable area of Malibagh, this apartment is surrounded by some of the best amenities the city has to offer. For families with children, there are several reputable educational institutions in the area, including primary and secondary schools, colleges and universities. For healthcare, there are several well-equipped hospitals and clinics nearby. The area is also home to several shopping malls, offering a wide range of shopping, dining, and entertainment options. The apartment's prime location also provides excellent connectivity, with easy access to major roads, highways and public transportation. Whether you're commuting to work or heading out for a weekend adventure, you will never be too far away from the action. In conclusion, this residential apartment is a perfect combination of luxury, comfort and convenience, making it a great investment opportunity. Don't miss out on this chance to own a piece of Malibagh's finest!"
bproperty-1432,Sale,Residential,Apartment,Dhaka,Dhaka,Bashundhara R/A,Bashundhara R-A,\N,14000000.0,1500.0,3,3,0,1,2,0,3,0,3,We Are Offering You A 1500 Square Feet Flat Available For Sale In Bashundhara R-a,"In the desirable location of Bashundhara R-A a beautiful 1500  Square Feet apartment is located for you to make it your new home. If you are interested in taking a home in Bashundhara R-A, this 1500  Square Feet apartment can be a great option for you. It features 3 beds, 3 baths and a wide drawing-dining area with a modern kitchen setting. All time availability of water, gas and electricity will make your life even smooth while living in this flat. You would also have refreshing balconies for a chill out in your morning and evening hours with your family. Contact us to know more about this apartment."
bproperty-1433,Sale,Residential,Apartment,Dhaka,Dhaka,Mirpur,Kachukhet,\N,4000000.0,840.0,2,3,0,1,2,0,1,0,4,"A Nicely Constructed Apartment Of 840 Sq Ft Is Available Right Now For Sale In Lalasarai Road, Kachukhet","Looking for something unique? See this lovely apartment located in Kachukhet as the location makes sure you get everyday necessity right within your reach. All-time electricity, water, gas services are also available here. The locality here is very pleasant. This 840  Square Feet beautiful apartment is greatly affordable and will come within your budget. Featuring 2 beds and 2 baths, this cozy apartment can be a perfect fit for families who are planning to make a home in Kachukhet. This well-structured apartment has 24/7 security service, and has a well-equipped maintenance staff so that your family can feel safe and lead a healthy life while living here. For more details feel free to contact us."
bproperty-1434,Sale,Residential,Apartment,Dhaka,Dhaka,Bashundhara R/A,Bashundhara R-A,Block I,9500000.0,1440.0,3,3,0,1,2,0,3,0,3,"1140 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block I",Check this lovely apartment with a spacious area. You are getting all the facilities you need with a spacious place to live. Nearby locations have multiple shopping spots and eateries. Schools and universities are also available in the area to assure that your child gets a better education. The flat has got amazing rooms which are enough to get you swayed to seize the flat right away. There is one active and well-maintained elevator and staircase to lead you to this superb dwelling. The apartment has got balconies to refill the happy time with your family after a hectic day. We welcome you to reach us through a call and let us serve you to own this beautiful flat on your own.
bproperty-1435,Sale,Residential,Apartment,Dhaka,Dhaka,Bashundhara R/A,Bashundhara R-A,\N,19000000.0,2200.0,3,3,0,1,2,0,3,0,3,"Buy This 2200 Square Feet Flat Available In Bashundhara R-a, Block I","A happy future in your dream home is in your hand now. This will be so well designed that it will provide you a premium living and exclusive comforts. The plan reflects the vision of a community where you will get a convenient place in terms of infrastructure, design and urban planning. At the same time it is also offering you the satisfactory value for your money. So what are you waiting for, contact us to book this apartment."
bproperty-1436,Sale,Residential,Apartment,Dhaka,Dhaka,Mirpur,Kafrul,\N,8000000.0,1500.0,3,3,0,0,1,0,0,0,4,Offering You Well Constructed 1500 Sq Ft Apartment Up For Sale In Kafrul,"The apartment of 1500 Square Feet is located in the amazing location of Kafrul is a must-see apartment for the property hunters. Featuring 3 beds and 3 baths, this cozy and beautiful apartment can be a perfect fit for families. You need to see the apartment by yourself to know how perfect it can be as your new home. A nice kitchen with durable fittings is there to make your cooking time comforting. The dedicated security service and the maintenance staff always make sure that your family has the best environment to make a home here. If you like the flat, call us right away to know more."
bproperty-1437,Sale,Residential,Apartment,Dhaka,Dhaka,Mirpur,Mirpur,\N,4500000.0,1050.0,3,3,0,0,2,0,2,0,3,Worthy 1050 Sq Ft Residential Apartment Is Ready For Sale At Middle Paikpara,"Mirpur offers you this lovely home which is vacant right now. You do not need to worry about water, gas and electricity while staying in this home. With tiled flooring in the whole apartment, the flat also makes sure the washrooms are made with quality and durable fixtures. Moreover, the home retains the value of peaceful living while being conveniently close to shops, school and transport. Contact us at your earliest to know more about this apartment."
bproperty-1438,Sale,Residential,Apartment,Dhaka,Dhaka,Mirpur,Kafrul,\N,8000000.0,1500.0,3,3,0,0,1,0,0,0,4,1500 Sq Ft Residential Flat For Sale In East Kafrul Road,"What a beautiful space to create a home in! Take a tour of this 1500  Square Feet apartment featuring 3 beds with 3 baths. Master bedroom also has an attached balcony. The kitchen leads straight to the dining space in the center of the house which shares space with a semi-open style drawing room, making guest interactions always a wonderful experience. This property has its own maintenance staff, and a dedicated security guard setup to ensure consistent safety and cleanliness. Take advantage of being so close to the main Kafrul! Major schools, shopping malls, health institutions and so much more that are so nearby, you can live your entire life within the area. Your family always deserves more, so why not introduce them to this beautiful spacious apartment for sale in Kafrul? Contact us today so you don’t miss out on such an exclusive opportunity."
bproperty-1439,Sale,Residential,Apartment,Dhaka,Dhaka,Mirpur,Kafrul,\N,8000000.0,1500.0,3,3,0,0,1,0,0,0,4,Buy This 1500 Sq Ft Residential Flat In East Kafrul Road,"If you are waiting to be one of the gainful property gainers, we got a place to offer you in, known as one of the welcoming suburban zones of Kafrul. In case of any issues that might arise which need attention, communication systems are there to ensure effective addressing of such issues. This exquisite building covers a very homey entrance to take you to this apartment that you can see in our enlisted images. This beautiful apartment featuring 3 beds and 3 baths, and this is a perfect fit for families who want to make a home in Kafrul. Stepping in, the first thing you will find is a space that can be utilized as a dining and a drawing space. The apartment has got large windows and balconies to replenish some happy time with your family. Don’t miss this affordable offer and we are just a call away to close the deal for you!"
bproperty-1440,Sale,Residential,Apartment,Dhaka,Dhaka,Mirpur,Mirpur,"Paikpara, Ahmed Nagar",6000000.0,1270.0,3,3,0,0,0,0,1,0,3,"1270 Sq Ft Residential Flat For Sale In Mirpur, Ahmed Nagar","A flat is vacant in the lively location of Mirpur right now. You can have your weekend guest at home without any doubt as having an ample space makes it enough roomy. Bathrooms are completed with durable fittings to give you a better living experience. The apartment is fit for inhabitants to move in right now. It is located in an area with several schools, shopping places and eateries, so outing will be quite enjoyable. Electricity, gas and water supply is readily available in the flat. So we recommend to make up your mind straight away and give us a call to know more about this home."
bproperty-1441,Sale,Residential,Apartment,Dhaka,Dhaka,Uttara,Uttara,Sector 4,12447500.0,2647.0,3,3,0,1,2,0,5,0,3,Buy This Amazing 2647 Sq Ft Ready Flat In Uttara-4,"With several noteworthy facilities, this vacant flat assures all time water, gas and electricity. An active elevator takes you to this floor in that building right to this flat. The interior is well maintained and bears the look which appeals to inhabitants. A large number of groceries, school, colleges and Universities are located in the nearby area. The location is very pleasant to settle in with your family.  We are here waiting to acknowledge your need and aid you with the best property at this instant."
bproperty-1442,Sale,Residential,Apartment,Dhaka,Dhaka,Mirpur,Mirpur,Kallyanpur,8000000.0,1250.0,3,3,0,0,1,0,3,0,4,"An Apartments Of 1250 Sq Ft Is Available For Sale In The Most Prime Location Of Kallyanpur, Mirpur","This home situated in a great location of Mirpur which will give you easy access to everyday transportation. This beautiful apartment is greatly affordable and will come within your budget. This 1250  Square Feet lovely apartment is vacant right now. There are 3 beds and 3 baths in this apartment. All-time electricity, water, gas services are also available here. Also, you will be able to live in a pleasant locality.         If you prefer a quiet neighborhood then this is the perfect match for you. There are well-known schools and colleges within very close proximity of the building. And all the daily necessities like markets, shops, restaurants, and hospitals are also available in the area for your convenience.  Liked this home? For more details feel free to contact us."
bproperty-1443,Sale,Residential,Apartment,Dhaka,Dhaka,Bashundhara R/A,Bashundhara R-A,Block K,16000000.0,1650.0,3,3,0,1,2,0,3,0,3,"1650 Sq Ft Nicely Planned Apartment Is Available For Sale In Block K, Bashundhara R/A","A happy future in your dream home is in your hand now. This will be so well designed that it will provide you a premium living and exclusive comforts. The plan reflects the vision of a community where you will get a convenient place in terms of infrastructure, design and urban planning. At the same time it is also offering you the satisfactory value for your money. So what are you waiting for, contact us to book this apartment."
bproperty-1444,Sale,Residential,Apartment,Dhaka,Dhaka,Motijheel,North Shahjahanpur,\N,3498525.0,1100.0,3,3,0,1,1,0,3,0,3,"Make This 1100 Sq Ft Flat Your Next Residing Location, Which Is Up For Sale In North Shahjahanpur","This wonderful apartment of 1100  Square Feet is set with strong structure and within a secured complex. This apartment includes with large 3 beds and modern 3 baths. As a resident of this flat, you will be able to enjoy all updated apartment facilities with all-time electricity backup, water and gas. To pass some good family time the apartment also has a balcony, you will love spending evening with your family in the Balcony. This well-structured apartment has 24/7 security service.  If you like the flat, call us right away to know more."
bproperty-1445,Sale,Residential,Apartment,Dhaka,Dhaka,Mirpur,Mirpur,Kallyanpur,17462500.0,2198.125,4,3,0,2,2,0,3,0,4,"A Nicely Constructed Apartment Of 2200 Sq Ft Is Available Right Now For Sale In Kallyanpur, Mirpur","Invest in this budget friendly 2200  Square Feet apartment which is located in Mirpur. This apartment has 4 beds and 4 baths. As soon as you enter through the main door, you will find a huge drawing cum dining room. Another interesting aspect of this flat is its spacious master bedroom. There is an attached bathroom and a spacious balcony with it. The wooden doors and the modern design of this flat will also fascinate you. In the kitchen you will find a comfortable space where you can do all the cooking effortlessly. You will also get 24/7 electricity, water, gas and security services. Being located in Mirpur, you get a secluded environment and all the daily necessities of life like school, college, shopping mall or restaurant. The area has improved transportation facilities to maintain smooth overall connectivity to other parts of the city. So if you want to take this comfortable apartment within budget, contact us today for more details!"
bproperty-1446,Sale,Residential,Apartment,Dhaka,Dhaka,Mirpur,Shyampur,"Polashpur, East Doniya, Doniya",8000000.0,1280.0,3,3,0,1,1,0,1,0,3,Find 1280 Sq Ft Home Available For Sale In Doniya,"A calm place to live in with serene surroundings, yes Shyampur residential area is surely that kind of a location in our busy city. This apartment has all the facilities you will need like gas, electricity and water supplies. Once you enter the home you will find out how well the apartment is planned. The rooms are spacious enough to pass some great and comfortable time with friends and family. A large and airy dining space is sited just in front of drawing room having ample space to place your beautiful dining setup. Bathrooms are completed with durable fittings to meet the criterion of a modern apartment.   We earnestly request to give us a call right away to win the deal offered."
